EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
6.680161943319838,6.680183273396621,6.644829992478855,0.03535328091764706,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.698620748593317,6.644762569182781,0.053858179410431806,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.714034671684055,6.644689657736606,0.06934501394735929,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.724131620361252,6.644611165493638,0.07952045486753884,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.7281891303520425,6.644527003873587,0.08366212647839424,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.727552715170635,6.644437088962006,0.08311562620858337,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.725148869533726,6.644341341801568,0.08080752773212618,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.724150929764013,6.644239688442811,0.07991124132118585,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.726448776086828,6.644132059894388,0.08231671619243747,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.7316300785832555,6.64401839212216,0.087611686461106,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.73716753559809,6.643898626183811,0.09326890941429944,0,0,0.0,0.0,0.0,0,0.0
6.772100567721005,6.740060783992492,6.643772708480553,0.09628807551196995,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.738910120708042,6.643640591018122,0.0952695296899608,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.734577374660489,6.643502231550506,0.09107514311003406,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.728888988048705,6.64335759353923,0.08553139450953412,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.723072289503351,6.643206645947637,0.07986564355578357,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.717714169215697,6.643049362940555,0.07466480627521982,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.713755030691189,6.642885723560989,0.0708693071302906,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.71260352218585,6.642715711442519,0.06988781074343178,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.7148813628813455,6.642539314616329,0.07234204826512847,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.71946908733243,6.642356525466736,0.07711256186581757,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.7242456768238945,6.6421673408493564,0.0820783359746733,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.727655967466278,6.641971762322953,0.08568420514347097,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.7292892070452535,6.641769796406644,0.08751941063876494,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.729112972648429,6.641561454784022,0.0875515178645708,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.726666967611975,6.641346754410844,0.08532021320130384,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.721401160735508,6.641125717504251,0.08027544323143729,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.713841418314491,6.64089837139461,0.0729430469200685,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.706169791647642,6.640664748236574,0.0655050434112617,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.701321319479327,6.6404248846256335,0.06089643485389482,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.701152341314624,6.640178821227629,0.060973520087203144,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.704996063377537,6.639926602549166,0.06506946082858497,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.709595313944077,6.639668276921757,0.06992703702254244,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.710734008126523,6.639403896658246,0.07133011146850718,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.705947624714598,6.639133518230534,0.0668141064843026,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.696447872934819,6.638857202287301,0.057590670647761695,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.6863665509622905,6.638575013413057,0.047791537549481705,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.679683908995518,6.638287019680654,0.04139688931511713,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.677545321659934,6.63799329216562,0.03955202949456892,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.678182773762664,6.637693904591386,0.040488869171536705,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.6790599846443754,6.63738893317129,0.0416710514733452,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.679126125016784,6.637078456596988,0.042047668420057846,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.679411916714077,6.6367625560807015,0.04264936063363702,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.681690679086339,6.636441315404433,0.04524936368216697,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.686377941865969,6.636114821002588,0.050263120863642326,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.691520829822208,6.635783162129079,0.05573766769339209,0,0,0.0,0.0,0.0,0,0.0
6.726094003241492,6.694007796558397,6.635446431107743,0.058561365450917946,0,0,0.0,0.0,0.0,0,0.0
6.680161943319838,6.692100427804485,6.635104723580568,0.05699570422418318,0,0,0.0,0.0,0.0,0,0.0
