EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime
16.47673314339981,16.47680159345606,16.363628440695894,0.11317315274827028,0,0,0.0,0.0,0.0,0,0.0
16.47673314339981,16.466579286364478,16.3607025633746,0.10587672297975856,0,0,0.0,0.0,0.0,0,0.0
16.47673314339981,16.45367086472614,16.357777955411162,0.0958929093066695,0,0,0.0,0.0,0.0,0,0.0
16.413662239089184,16.438081203220946,16.35485531599266,0.08322588722183977,0,0,0.0,0.0,0.0,0,0.0
16.413662239089184,16.422088976783378,16.351935350071624,0.07015362670719844,0,0,0.0,0.0,0.0,0,0.0
16.413662239089184,16.407468947248756,16.349018767653618,0.0584501795925213,0,0,0.0,0.0,0.0,0,0.0
16.413662239089184,16.393397549178886,16.34610628304734,0.04729126613090534,0,0,0.0,0.0,0.0,0,0.0
16.35071090047393,16.376732855385946,16.34319861412802,0.03353424125931154,0,0,0.0,0.0,0.0,0,0.0
16.35071090047393,16.353963113372153,16.34029648156974,0.013666631805877794,0,0,0.0,0.0,0.0,0,0.0
16.35071090047393,16.323572371776056,16.33740060790991,-0.01382823612826059,0,0,0.0,0.0,0.0,0,0.0
16.287878787878785,16.287690373674057,16.33451171629972,-0.04682134261790255,0,0,0.0,0.0,0.0,0,0.0
16.225165562913908,16.251656016337208,16.33163052889325,-0.07997451254607055,0,0,0.0,0.0,0.0,0,0.0
16.225165562913908,16.221217158165018,16.328757764990517,-0.10754060681327243,0,0,0.0,0.0,0.0,0,0.0
16.225165562913908,16.199286260881788,16.325894139181536,-0.12660787828521886,0,0,0.0,0.0,0.0,0,0.0
16.162570888468807,16.1844720765524,16.32304035975098,-0.13856828318170178,0,0,0.0,0.0,0.0,0,0.0
16.162570888468807,16.17190514290209,16.32019712747804,-0.14829198455666576,0,0,0.0,0.0,0.0,0,0.0
16.162570888468807,16.155875804728325,16.31736513476996,-0.1614893300198998,0,0,0.0,0.0,0.0,0,0.0
16.162570888468807,16.13341491201628,16.314545064909822,-0.18113015286929834,0,0,0.0,0.0,0.0,0,0.0
16.100094428706328,16.106613797747844,16.311737591171408,-0.20512379339676937,0,0,0.0,0.0,0.0,0,0.0
16.037735849056602,16.08123252341074,16.308943375681714,-0.22771085224158116,0,0,0.0,0.0,0.0,0,0.0
16.100094428706328,16.06225153974547,16.30616306811849,-0.2439115283409763,0,0,0.0,0.0,0.0,0,0.0
16.037735849056602,16.050258149211643,16.30339730447286,-0.2531391552264714,0,0,0.0,0.0,0.0,0,0.0
16.037735849056602,16.0415916185924,16.300646706081334,-0.2590550874514427,0,0,0.0,0.0,0.0,0,0.0
16.037735849056602,16.03151242865071,16.297911878964584,-0.26639945027358947,0,0,0.0,0.0,0.0,0,0.0
16.037735849056602,16.017532236966268,16.295193413335618,-0.27766117632622767,0,0,0.0,0.0,0.0,0,0.0
15.97549481621112,16.00048047151792,16.2924918830809,-0.2920114115169686,0,0,0.0,0.0,0.0,0,0.0
15.97549481621112,15.982886369553949,16.28980784509374,-0.3069214754908449,0,0,0.0,0.0,0.0,0,0.0
15.97549481621112,15.966571817615106,16.28714183846841,-0.32057002080136926,0,0,0.0,0.0,0.0,0,0.0
15.97549481621112,15.951720433020586,16.28449438364422,-0.33277395056865167,0,0,0.0,0.0,0.0,0,0.0
15.913370998116761,15.93748637090954,16.281865981582406,-0.3443796106147851,0,0,0.0,0.0,0.0,0,0.0
15.913370998116761,15.92265356511597,16.279257112999854,-0.35660354782264125,0,0,0.0,0.0,0.0,0,0.0
15.913370998116761,15.906074083077822,16.27666823762708,-0.3705941544848038,0,0,0.0,0.0,0.0,0,0.0
15.913370998116761,15.88775393282679,16.274099793433166,-0.3863458605386528,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.870000069625126,16.27155219577845,-0.4015521260822796,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.856683732771891,16.2690258365229,-0.41234210367658836,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.850428657274799,16.266521083207394,-0.41609242585474876,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.850207680985712,16.2640382784675,-0.41383059740046285,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.851709377413432,16.261577739775245,-0.409868362276951,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.850262726949703,16.259139759456687,-0.40887703241852824,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.843969509212041,16.25672460480287,-0.4127550954987223,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.834459998989123,16.254332518075273,-0.41987251899033046,0,0,0.0,0.0,0.0,0,0.0
15.789473684210526,15.824389397940447,16.251963716309774,-0.4275743182697361,0,0,0.0,0.0,0.0,0,0.0
15.789473684210526,15.813863354239057,16.24961839095054,-0.4357550366080647,0,0,0.0,0.0,0.0,0,0.0
15.851364063969896,15.799821788333482,16.24729670738195,-0.4474749189411623,0,0,0.0,0.0,0.0,0,0.0
15.789473684210526,15.779732240560792,16.244998804351397,-0.46526656367935676,0,0,0.0,0.0,0.0,0,0.0
15.727699530516432,15.75569850442261,16.242724793194267,-0.4870262886564109,0,0,0.0,0.0,0.0,0,0.0
15.727699530516432,15.734180243377608,16.240474756813644,-0.5062945133167278,0,0,0.0,0.0,0.0,0,0.0
15.727699530516432,15.721620474795358,16.23824874853546,-0.5166282736166734,1,0,0.0,0.0,0.0,0,0.0
